no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
284,benda dan sifatnya,perubahan benda,mengapa air yang dipanaskan terus-menerus bisa habis.,air dapat habis karena panas membuatnya menguap ke udara.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,53,57,164,7,9,mengapa,Sedang
285,benda dan sifatnya,perubahan benda,bagaimana alasan air yang dipanaskan terus-menerus bisa habis?,air habis karena terus berubah menjadi uap air saat dipanaskan.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,62,63,164,8,10,bagaimana,Sedang
286,benda dan sifatnya,perubahan benda,kenapa alasan air yang dipanaskan terus-menerus bisa habis?,air dapat habis karena panas membuatnya menguap ke udara.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,59,57,164,8,9,lainnya,Sedang
287,benda dan sifatnya,perubahan benda,kenapa alasan air yang dipanaskan terus-menerus bisa habis itu penting?,air habis karena terus berubah menjadi uap air saat dipanaskan.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,71,63,164,10,10,lainnya,Sedang
288,benda dan sifatnya,perubahan benda,apa sebabnya air yang dipanaskan terus-menerus bisa habis?,air dapat habis karena panas membuatnya menguap ke udara.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,58,57,164,8,9,apa,Sedang
289,benda dan sifatnya,perubahan benda,mengapa hal itu bisa terjadi pada air yang dipanaskan terus-menerus bisa habis?,air habis karena terus berubah menjadi uap air saat dipanaskan.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,79,63,164,12,10,mengapa,Kompleks
290,benda dan sifatnya,perubahan benda,apa penyebab air yang dipanaskan terus-menerus bisa habis.,air dapat habis karena panas membuatnya menguap ke udara.,"saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,58,57,164,8,9,apa,Sedang
291,benda dan sifatnya,perubahan benda,apa contoh perubahan wujud yang tidak dapat balik?,"contohnya kertas yang dibakar menjadi abu, karena tidak bisa kembali seperti semula.",kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,50,84,34,8,12,apa,Sedang
292,benda dan sifatnya,perubahan benda,sebutkan contoh perubahan wujud yang tidak dapat balik?,contohnya kayu yang dibakar menjadi arang atau abu dan tidak dapat kembali lagi.,kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,55,80,34,8,13,sebutkan,Sedang
293,benda dan sifatnya,perubahan benda,berikan contoh perubahan wujud yang tidak dapat kembali seperti semula?,soal ini membahas konsep ipa dasar yang berkaitan dengan materi kelas 5.,kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,71,72,34,10,12,lainnya,Sedang
294,benda dan sifatnya,perubahan benda,apa contoh perubahan wujud yang dapat balik?,contohnya es yang mencair menjadi air lalu dapat dibekukan kembali.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,44,67,57,7,10,apa,Sedang
295,benda dan sifatnya,perubahan benda,sebutkan contoh perubahan wujud yang dapat balik?,contohnya air yang dibekukan menjadi es dan bisa mencair lagi seperti semula.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,49,77,57,7,12,sebutkan,Sedang
296,benda dan sifatnya,perubahan benda,berikan contoh perubahan wujud yang dapat kembali seperti semula?,soal ini membahas konsep ipa dasar yang berkaitan dengan materi kelas 5.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,65,72,57,9,12,lainnya,Sedang
297,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan fisika?,perubahan fisika merupakan perubahan pada benda yang tidak menghasilkan zat baru.,"es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,35,81,164,5,11,apa,Mudah
298,benda dan sifatnya,perubahan benda,apa itu bisakah kamu menjelaskan perubahan fisika?,"perubahan fisika terjadi ketika benda berubah wujud, ukuran, atau bentuk, tetapi tetap benda yang sama.","es yang mencair menjadi air lalu dibekukan lagi adalah contoh perubahan fisika. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,50,103,164,7,15,apa,Sedang
299,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan sifat benda?,"perubahan sifat benda adalah perubahan pada ciri benda, seperti bentuk, warna, atau wujudnya.",kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,40,93,58,6,13,apa,Mudah
300,benda dan sifatnya,perubahan benda,apa yang dimaksud perubahan kimia?,perubahan kimia terjadi saat suatu benda berubah menjadi zat baru dengan sifat yang berbeda.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,34,92,164,5,14,apa,Mudah
301,benda dan sifatnya,perubahan benda,apa itu bisakah kamu menjelaskan perubahan kimia?,perubahan kimia merupakan perubahan yang menghasilkan zat baru dan biasanya sulit dibalik.,"kayu yang dibakar menjadi arang tidak bisa diubah kembali menjadi kayu seperti semula. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,49,90,164,7,12,apa,Sedang
302,sumber daya alam dan kegunaannya,pembangunan industri,apa saja air itu penting?,"air penting bagi manusia, hewan, tumbuhan, dan berbagai kegiatan sehari-hari.","air dipakai untuk minum, mandi, dan mengairi sawah.",air harus dijaga kebersihannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,25,77,31,5,10,apa,Mudah
303,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan sumber daya alam!,sumber daya alam dimanfaatkan seperlunya untuk kebutuhan manusia tanpa merusaknya.,"air, tanah, tumbuhan, dan hewan merupakan contoh sumber daya alam.",sumber daya alam perlu dikelola dengan bijak.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,44,82,45,6,10,lainnya,Mudah
304,sumber daya alam dan kegunaannya,pembangunan industri,bagaimana cara memanfaatkan batu bara dengan bijak?,batu bara dimanfaatkan sebagai bahan bakar untuk menghasilkan listrik dan energi panas.,batu bara dipakai pada pembangkit listrik.,batu bara perlu dihemat karena tidak dapat diperbarui cepat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,51,87,60,7,12,bagaimana,Sedang
305,sumber daya alam dan kegunaannya,pembangunan industri,bagaimana cara memanfaatkan besi dengan bijak?,"besi dimanfaatkan untuk membuat bangunan, kendaraan, dan berbagai peralatan.",besi dipakai untuk bangunan dan alat rumah tangga.,penggunaan besi harus hemat dan efisien.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,46,76,40,6,9,bagaimana,Mudah
306,sumber daya alam dan kegunaannya,pembangunan industri,apa yang dimaksud dengan emas?,emas adalah logam mulia bernilai tinggi yang sering dipakai untuk perhiasan dan elektronik.,emas dipakai untuk perhiasan.,emas tidak boleh ditambang secara sembarangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,30,91,46,5,13,apa,Mudah
307,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan gas alam!,gas alam dimanfaatkan sebagai bahan bakar rumah tangga dan industri.,gas alam digunakan untuk memasak dan industri.,gas alam harus digunakan secara bijak.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,36,68,38,5,10,lainnya,Mudah
308,sumber daya alam dan kegunaannya,pembangunan industri,kenapa hewan itu penting?,hewan penting karena membantu keseimbangan ekosistem dan menjadi sumber pangan manusia.,"ayam, sapi, dan ikan banyak dimanfaatkan manusia.",hewan perlu dipelihara dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,25,87,35,4,11,lainnya,Mudah
309,sumber daya alam dan kegunaannya,pembangunan industri,apa yang dimaksud dengan hutan?,hutan adalah wilayah luas yang banyak ditumbuhi pohon dan menjadi tempat hidup berbagai makhluk hidup.,"kayu, buah, dan udara segar berasal dari hutan.",hutan harus dijaga dan tidak ditebang sembarangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,31,102,50,5,15,apa,Mudah
310,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan ikan!,ikan dimanfaatkan sebagai sumber makanan yang kaya protein dan bernilai ekonomi.,ikan dimasak menjadi lauk sehari-hari.,penangkapan ikan harus dilakukan secukupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,32,80,44,4,11,lainnya,Mudah
311,sumber daya alam dan kegunaannya,pembangunan industri,bagaimana cara memanfaatkan jagung dengan bijak?,"jagung dimanfaatkan sebagai bahan makanan, pakan ternak, dan bahan olahan pangan.","jagung bisa direbus, dibakar, atau dibuat tepung.",jagung dapat menjadi variasi makanan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,48,81,43,6,11,bagaimana,Mudah
312,sumber daya alam dan kegunaannya,pembangunan industri,apa yang dimaksud dengan karet?,karet adalah bahan elastis yang diambil dari getah tumbuhan tertentu.,karet dipakai untuk ban dan penghapus.,pohon karet harus dirawat agar menghasilkan getah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,31,69,50,5,10,apa,Mudah
313,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan kayu!,"kayu dimanfaatkan untuk membuat rumah, mebel, dan berbagai alat.","kayu dipakai untuk meja, kursi, dan rumah.",penebangan kayu harus disertai penanaman kembali.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,32,64,49,4,9,lainnya,Mudah
314,sumber daya alam dan kegunaannya,pembangunan industri,apa yang dimaksud dengan padi?,padi adalah tanaman penghasil beras yang menjadi makanan pokok banyak orang.,beras diolah menjadi nasi untuk makanan pokok.,sawah padi perlu mendapat air yang cukup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,30,76,41,5,11,apa,Mudah
315,sumber daya alam dan kegunaannya,pembangunan industri,bagaimana cara memanfaatkan panas bumi dengan bijak?,panas bumi dimanfaatkan untuk menghasilkan listrik dari energi dalam bumi.,energi panas bumi dimanfaatkan di pembangkit listrik.,panas bumi termasuk energi alternatif.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,52,74,38,7,10,bagaimana,Sedang
316,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan sinar matahari!,matahari merupakan bintang yang memberi cahaya dan panas untuk kehidupan di bumi.,panels surya memanfaatkan sinar matahari.,energi matahari dapat dimanfaatkan tanpa habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,42,81,47,5,12,lainnya,Mudah
317,sumber daya alam dan kegunaannya,pembangunan industri,kenapa pelestarian sumber daya alam itu penting?,pelestarian sumber daya alam penting agar alam tetap lestari dan bisa dimanfaatkan generasi berikutnya.,menanam pohon adalah contoh pelestarian.,pelestarian perlu dilakukan sejak dini.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,48,103,39,7,14,lainnya,Sedang
318,sumber daya alam dan kegunaannya,pembangunan industri,kenapa minyak bumi itu penting?,minyak bumi penting karena menjadi bahan bakar dan bahan dasar berbagai produk.,minyak bumi diolah menjadi bensin dan solar.,penggunaan bahan bakar harus hemat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,31,79,35,5,12,lainnya,Mudah
319,sumber daya alam dan kegunaannya,pembangunan industri,kenapa perak itu penting?,perak adalah logam berwarna putih mengkilap yang banyak digunakan untuk perhiasan dan alat elektronik.,perak dipakai untuk perhiasan dan beberapa alat.,perak perlu ditambang dengan hati-hati.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,25,102,39,4,14,lainnya,Mudah
320,sumber daya alam dan kegunaannya,pembangunan industri,berikan contoh pemanfaatan tanah!,"tanah dimanfaatkan untuk bercocok tanam, membangun, dan tempat hidup organisme tanah.",petani menanam padi dan sayur di tanah.,tanah perlu dijaga agar tidak erosi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,33,85,36,4,11,lainnya,Mudah
321,sumber daya alam dan kegunaannya,pembangunan industri,kenapa kelapa itu penting?,"kelapa penting karena hampir seluruh bagiannya dapat dimanfaatkan, seperti air, daging, dan sabutnya.",air kelapa dan daging kelapa sering digunakan.,pohon kelapa perlu ditanam kembali setelah dimanfaatkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,26,101,56,4,13,lainnya,Mudah
322,sumber daya alam dan kegunaannya,pembangunan industri,bagaimana cara memanfaatkan tumbuhan dengan bijak?,tumbuhan dimanfaatkan dengan bijak dengan menanam kembali dan tidak mengambil secara berlebihan.,"padi, kelapa, dan singkong adalah contoh tumbuhan berguna.",tumbuhan harus ditanam kembali setelah dipanen.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,50,96,47,6,12,bagaimana,Mudah
323,tumbuhan hijau,penyimpanan makanan cadangan tumbuhan,apa fungsi akar pada tumbuhan?,akar pada tumbuhan berfungsi menyerap air dan mineral serta menegakkan tumbuhan.,pohon yang memiliki akar kuat biasanya tidak mudah tumbang saat tertiup angin.,akar adalah bagian penting yang membantu tumbuhan mendapatkan kebutuhan hidupnya dari tanah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,30,80,92,5,11,apa,Mudah
324,tumbuhan hijau,penyimpanan makanan cadangan tumbuhan,apa kegunaan akar pada tumbuhan?,"akar membantu menyerap air, mengambil zat hara, dan menahan tumbuhan agar kokoh.",pohon yang memiliki akar kuat biasanya tidak mudah tumbang saat tertiup angin.,akar adalah bagian penting yang membantu tumbuhan mendapatkan kebutuhan hidupnya dari tanah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,32,80,92,5,12,apa,Mudah
