no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
736,peredaran darah,merawat kesehatan darah,apa itu merawat kesehatan darah?,"cara merawat: makan makanan bergizi (zat besi untuk hemoglobin), minum air cukup (mencegah dehidrasi), olahraga teratur (meningkatkan sirkulasi), hindari rokok dan alkohol, tidur cukup, kelola stres.",kamu pasti pernah lihat: pemeriksaan darah rutin mendeteksi gangguan darah sejak dini.,penting: kesehatan darah adalah fondasi kesehatan seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
737,peredaran darah,merawat kesehatan darah,bagaimana cara merawat kesehatan darah?,"cara merawat: makan makanan bergizi (zat besi untuk hemoglobin), minum air cukup (mencegah dehidrasi), olahraga teratur (meningkatkan sirkulasi), hindari rokok dan alkohol, tidur cukup, kelola stres.",pemeriksaan darah rutin mendeteksi gangguan darah sejak dini.,kesehatan darah adalah fondasi kesehatan seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
738,peredaran darah,merawat kesehatan darah,bagaimana merawat kesehatan darah?,"cara merawat: makan makanan bergizi (zat besi untuk hemoglobin), minum air cukup (mencegah dehidrasi), olahraga teratur (meningkatkan sirkulasi), hindari rokok dan alkohol, tidur cukup, kelola stres.",pemeriksaan darah rutin mendeteksi gangguan darah sejak dini.,kesehatan darah adalah fondasi kesehatan seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
739,peredaran darah,merawat kesehatan darah,jelaskan merawat kesehatan darah!,"cara merawat: makan makanan bergizi (zat besi untuk hemoglobin), minum air cukup (mencegah dehidrasi), olahraga teratur (meningkatkan sirkulasi), hindari rokok dan alkohol, tidur cukup, kelola stres.","misalnya, pemeriksaan darah rutin mendeteksi gangguan darah sejak dini.","ingat ya, kesehatan darah adalah fondasi kesehatan seluruh tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
740,organ tubuh manusia dan hewan,menjaga kesehatan organ-organ tubuh,apa itu kesehatan organ-organ tubuh?,"cara: pola makan sehat bergizi seimbang, olahraga teratur, istirahat cukup, hindari rokok dan alkohol, checkup kesehatan berkala, manajemen stres, kebersihan personal.",kebiasaan hidup sehat sejak muda mencegah penyakit degeneratif di usia tua.,kesehatan organ tubuh adalah investasi terbaik untuk hidup berkualitas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
741,organ tubuh manusia dan hewan,menjaga kesehatan organ-organ tubuh,jelaskan kesehatan organ-organ tubuh!,"cara: pola makan sehat bergizi seimbang, olahraga teratur, istirahat cukup, hindari rokok dan alkohol, checkup kesehatan berkala, manajemen stres, kebersihan personal.","misalnya, kebiasaan hidup sehat sejak muda mencegah penyakit degeneratif di usia tua.","ingat ya, kesehatan organ tubuh adalah investasi terbaik untuk hidup berkualitas.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
742,organ tubuh manusia dan hewan,menjaga kesehatan organ-organ tubuh,bagaimana cara menjaga kesehatan organ-organ tubuh?,"cara: pola makan sehat bergizi seimbang, olahraga teratur, istirahat cukup, hindari rokok dan alkohol, checkup kesehatan berkala, manajemen stres, kebersihan personal.",kebiasaan hidup sehat sejak muda mencegah penyakit degeneratif di usia tua.,kesehatan organ tubuh adalah investasi terbaik untuk hidup berkualitas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
743,organ tubuh manusia dan hewan,menjaga kesehatan organ-organ tubuh,bagaimana kesehatan organ-organ tubuh?,"cara: pola makan sehat bergizi seimbang, olahraga teratur, istirahat cukup, hindari rokok dan alkohol, checkup kesehatan berkala, manajemen stres, kebersihan personal.",kamu pasti pernah lihat: kebiasaan hidup sehat sejak muda mencegah penyakit degeneratif di usia tua.,penting: kesehatan organ tubuh adalah investasi terbaik untuk hidup berkualitas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
744,adaptasi makhluk hidup,cecak dan cumi-cumi,sebutkan cara cecak dan cumi-cumi melindungi diri!,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
745,adaptasi makhluk hidup,cecak dan cumi-cumi,bagaimana cecak dan cumi-cumi melindungi diri?,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
746,adaptasi makhluk hidup,cecak dan cumi-cumi,tuliskan cara cecak dan cumi-cumi melindungi diri!,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
747,adaptasi makhluk hidup,cecak dan cumi-cumi,apa saja cara cecak dan cumi-cumi melindungi diri.,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
748,adaptasi makhluk hidup,cecak dan cumi-cumi,dapatkah kamu menyebutkan cara cecak dan cumi-cumi melindungi diri.,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
749,adaptasi makhluk hidup,cecak dan cumi-cumi,tuliskan cara cecak dan cumi-cumi melindungi diri.,cecak memutuskan ekor sementara cumi-cumi menyemburkan tinta.,cumi-cumi mengeluarkan tinta agar musuh tidak melihatnya.,hewan memiliki cara perlindungan yang berbeda-beda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
750,adaptasi makhluk hidup,penyesuaian hewan untuk melindungi diri,kenapa cecak bisa memutuskan ekornya?,"cecak memutuskan ekornya untuk mengelabuhi musuh dan menyelamatkan diri. saat musuh tertarik pada ekor yang masih bergerak, cecak bisa segera melarikan diri.","ketika seekor cecak dikejar kucing, ekornya dapat putus lalu bergerak beberapa saat sehingga kucing teralihkan perhatiannya. cara ini membantu hewan menghindari musuh dan membuat peluang hidup mereka lebih besar di alam.","hewan memiliki berbagai cara untuk melindungi diri dari musuh. kemampuan seperti kamuflase, tinta, atau memutuskan ekor membantu hewan bertahan hidup di alam.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
751,adaptasi makhluk hidup,penyesuaian hewan untuk melindungi diri,apa alasan cecak bisa memutuskan ekornya?,"cecak memutuskan ekornya untuk mengelabuhi musuh dan menyelamatkan diri. saat musuh tertarik pada ekor yang masih bergerak, cecak bisa segera melarikan diri.","ketika seekor cecak dikejar kucing, ekornya dapat putus lalu bergerak beberapa saat sehingga kucing teralihkan perhatiannya. cara ini membantu hewan menghindari musuh dan membuat peluang hidup mereka lebih besar di alam.","hewan memiliki berbagai cara untuk melindungi diri dari musuh. kemampuan seperti kamuflase, tinta, atau memutuskan ekor membantu hewan bertahan hidup di alam.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
752,adaptasi makhluk hidup,penyesuaian hewan untuk melindungi diri,mengapa cecak bisa memutuskan ekornya?,"cecak memutuskan ekornya untuk mengelabuhi musuh dan menyelamatkan diri. saat musuh tertarik pada ekor yang masih bergerak, cecak bisa segera melarikan diri.","ketika seekor cecak dikejar kucing, ekornya dapat putus lalu bergerak beberapa saat sehingga kucing teralihkan perhatiannya. cara ini membantu hewan menghindari musuh dan membuat peluang hidup mereka lebih besar di alam.","hewan memiliki berbagai cara untuk melindungi diri dari musuh. kemampuan seperti kamuflase, tinta, atau memutuskan ekor membantu hewan bertahan hidup di alam.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
753,cahaya dan sifat-sifatnya,bayangan pada cermin,kenapa cermin cembung dipakai pada kaca spion?,"cermin cembung dipakai pada kaca spion karena bayangannya lebih kecil dan bidang pandangnya lebih luas. dengan begitu, pengemudi bisa melihat objek di belakang kendaraan dengan lebih leluasa.",spion sepeda motor memakai cermin cembung agar jalan di belakang terlihat lebih banyak. karena sifat pantulan itulah cermin dapat membantu kita melihat bayangan diri sendiri dengan jelas.,"bayangan pada cermin berbeda tergantung jenis cerminnya. cermin datar, cermin cekung, dan cermin cembung menghasilkan bayangan dengan sifat yang tidak sama.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
754,cahaya dan sifat-sifatnya,bayangan pada cermin,apa alasan cermin cembung dipakai pada kaca spion?,"cermin cembung dipakai pada kaca spion karena bayangannya lebih kecil dan bidang pandangnya lebih luas. dengan begitu, pengemudi bisa melihat objek di belakang kendaraan dengan lebih leluasa.",spion sepeda motor memakai cermin cembung agar jalan di belakang terlihat lebih banyak. karena sifat pantulan itulah cermin dapat membantu kita melihat bayangan diri sendiri dengan jelas.,"bayangan pada cermin berbeda tergantung jenis cerminnya. cermin datar, cermin cekung, dan cermin cembung menghasilkan bayangan dengan sifat yang tidak sama.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
755,cahaya dan sifat-sifatnya,bayangan pada cermin,mengapa cermin cembung dipakai pada kaca spion?,"cermin cembung dipakai pada kaca spion karena bayangannya lebih kecil dan bidang pandangnya lebih luas. dengan begitu, pengemudi bisa melihat objek di belakang kendaraan dengan lebih leluasa.",spion sepeda motor memakai cermin cembung agar jalan di belakang terlihat lebih banyak. karena sifat pantulan itulah cermin dapat membantu kita melihat bayangan diri sendiri dengan jelas.,"bayangan pada cermin berbeda tergantung jenis cerminnya. cermin datar, cermin cekung, dan cermin cembung menghasilkan bayangan dengan sifat yang tidak sama.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
756,cahaya dan sifat-sifatnya,sifat cahaya pada cermin,mengapa bayanganmu di cermin datar terlihat sama persis dengan aslimu?,"cermin datar memantulkan cahaya dengan sempurna sehingga bayangan yang dihasilkan tegak, besarnya sama, dan menghadap berlawanan.","saat kamu bercermin, tangan kananmu akan terlihat sebagai tangan kiri pada bayangan di dalam cermin",cahaya yang jatuh pada permukaan licin seperti cermin akan mengalami pemantulan teratur,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
757,cahaya dan sifat-sifatnya,sifat cahaya pada cermin,kenapa bayanganmu di cermin datar terlihat sama persis dengan aslimu?,"cermin datar memantulkan cahaya dengan sempurna sehingga bayangan yang dihasilkan tegak, besarnya sama, dan menghadap berlawanan.","contoh lainnya, saat kamu bercermin, tangan kananmu akan terlihat sebagai tangan kiri pada bayangan di dalam cermin","dalam kehidupan sehari-hari, cahaya yang jatuh pada permukaan licin seperti cermin akan mengalami pemantulan teratur",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
758,cahaya dan sifat-sifatnya,sifat cahaya pada cermin,apa itu bayanganmu di cermin datar terlihat sama persis dengan aslimu?,"cermin datar memantulkan cahaya dengan sempurna sehingga bayangan yang dihasilkan tegak, besarnya sama, dan menghadap berlawanan.","dalam situasi berbeda, saat kamu bercermin, tangan kananmu akan terlihat sebagai tangan kiri pada bayangan di dalam cermin","untuk lebih memahami, cahaya yang jatuh pada permukaan licin seperti cermin akan mengalami pemantulan teratur",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
759,cahaya dan sifat-sifatnya,pemantulan cahaya,tolong jelaskan pemantulan cahaya.,"aplikasi pemantulan cahaya: cermin untuk rias, cermin spion kendaraan, periskop untuk melihat tempat tinggi, teleskop refleksi untuk astronomi, dan lampu sorot untuk penerangan.","cermin cekung dapat mengumpulkan cahaya dan membentuk bayangan nyata, cermin cembung menyebarkan cahaya.","penerapan cermin lengkung ada pada teleskop, mikroskop, dan lampu mobil.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
760,cahaya dan sifat-sifatnya,pemantulan cahaya,apa arti dari pemantulan cahaya?,"aplikasi pemantulan cahaya: cermin untuk rias, cermin spion kendaraan, periskop untuk melihat tempat tinggi, teleskop refleksi untuk astronomi, dan lampu sorot untuk penerangan.","kamu pasti pernah lihat: cermin cekung dapat mengumpulkan cahaya dan membentuk bayangan nyata, cermin cembung menyebarkan cahaya.","penting: penerapan cermin lengkung ada pada teleskop, mikroskop, dan lampu mobil.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
761,cahaya dan sifat-sifatnya,pemantulan cahaya,bagaimana perbedaan pemantulan pada cermin datar dan cermin lengkung?,"cermin datar menghasilkan bayangan yang sama besar dengan benda asli, bayangan bersifat maya (tidak nyata), tegak, dan terletak di belakang cermin. cermin lengkung dapat menghasilkan bayangan nyata atau maya bergantung pada posisi benda dan jenis cermin (cekung atau cembung).","cermin cekung dapat mengumpulkan cahaya dan membentuk bayangan nyata, cermin cembung menyebarkan cahaya.","penerapan cermin lengkung ada pada teleskop, mikroskop, dan lampu mobil.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
762,cahaya dan sifat-sifatnya,pemantulan cahaya,bisa jelaskan apa itu pemantulan cahaya?,"aplikasi pemantulan cahaya: cermin untuk rias, cermin spion kendaraan, periskop untuk melihat tempat tinggi, teleskop refleksi untuk astronomi, dan lampu sorot untuk penerangan.","misalnya, cermin cekung dapat mengumpulkan cahaya dan membentuk bayangan nyata, cermin cembung menyebarkan cahaya.","ingat ya, penerapan cermin lengkung ada pada teleskop, mikroskop, dan lampu mobil.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
763,"gaya, gerak, dan energi",pengertian gaya,apa itu pengertian gaya?,besar gaya dapat diukur menggunakan dinamometer (timbangan pegas) yang akan menunjukkan besar gaya dalam satuan newton (n).,setiap contoh menunjukkan bagaimana gaya mengubah keadaan gerak benda.,memahami gaya membantu kita memanfaatkan alam untuk kebutuhan manusia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
764,"gaya, gerak, dan energi",pengertian gaya,jelaskan pengertian gaya!,besar gaya dapat diukur menggunakan dinamometer (timbangan pegas) yang akan menunjukkan besar gaya dalam satuan newton (n).,"misalnya, setiap contoh menunjukkan bagaimana gaya mengubah keadaan gerak benda.","ingat ya, memahami gaya membantu kita memanfaatkan alam untuk kebutuhan manusia.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
765,"gaya, gerak, dan energi",pengertian gaya,bisa jelaskan tentang pengertian gaya?,besar gaya dapat diukur menggunakan dinamometer (timbangan pegas) yang akan menunjukkan besar gaya dalam satuan newton (n).,kamu pasti pernah lihat: setiap contoh menunjukkan bagaimana gaya mengubah keadaan gerak benda.,penting: memahami gaya membantu kita memanfaatkan alam untuk kebutuhan manusia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
766,"gaya, gerak, dan energi",pengertian gaya,sebutkan contoh-contoh gaya dalam kehidupan sehari-hari!,besar gaya dapat diukur menggunakan dinamometer (timbangan pegas) yang akan menunjukkan besar gaya dalam satuan newton (n).,setiap contoh menunjukkan bagaimana gaya mengubah keadaan gerak benda.,memahami gaya membantu kita memanfaatkan alam untuk kebutuhan manusia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
767,benda dan sifatnya,perubahan fisika,jelaskan contoh-contoh perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","misalnya, semua contoh ini hanya mengubah bentuk atau wujud, tidak menghasilkan zat baru.","ingat ya, perubahan fisika dapat diamati dan dirasakan secara langsung.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
768,benda dan sifatnya,perubahan fisika,apa itu contoh-contoh perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","kamu pasti pernah lihat: semua contoh ini hanya mengubah bentuk atau wujud, tidak menghasilkan zat baru.",penting: perubahan fisika dapat diamati dan dirasakan secara langsung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
769,benda dan sifatnya,perubahan fisika,sebutkan contoh-contoh perubahan fisika!,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","semua contoh ini hanya mengubah bentuk atau wujud, tidak menghasilkan zat baru.",perubahan fisika dapat diamati dan dirasakan secara langsung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
770,benda dan sifatnya,perubahan fisika,bisa jelaskan tentang contoh-contoh perubahan fisika?,"perubahan fisika adalah perubahan bentuk, ukuran, atau wujud benda tanpa mengubah komposisi kimianya, zat masih tetap sama hanya bentuknya yang berubah.","semua contoh ini hanya mengubah bentuk atau wujud, tidak menghasilkan zat baru.",perubahan fisika dapat diamati dan dirasakan secara langsung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
771,sumber daya alam dan kegunaannya,sumber daya alam terbarukan,berikan contoh kekayaan alam yang bisa dihasilkan kembali setelah kita gunakan!,"contohnya adalah air, hewan, dan tumbuhan, karena mereka bisa terus berkembang biak atau ada lagi melalui proses alam.","setelah memanen padi, petani bisa menanam bibit baru lagi agar persediaan nasi selalu ada",sumber daya ini harus dikelola dengan baik agar tidak punah atau tercemar,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
